구분,No.,Korean,Scientific,Family,구분,수량
14. 외국수원,22,길마가지나무,Lonicera harae,인동과,낙엽관목,1
14. 외국수원,23,까마귀밥나무,Ribes fasciculatum var. chinense,범의귀과,낙엽관목,1
14. 외국수원,24,꽃개회나무,Syringa wolfii,물푸레나무과,낙엽교목,1
14. 외국수원,25,꽃댕강 '프란시스 메이슨',Abelia x grandiflora 'Francis Mason',인동과,낙엽관목,10
14. 외국수원,26,꽃댕강나무,Abelia x grandiflora,인동과,낙엽관목,60
14. 외국수원,27,꽝꽝나무,Ilex crenata,감탕나무과,상록관목,3
14. 외국수원,28,나도밤나무,Meliosma myriantha ,나도밤나무과,낙엽교목,13
14. 외국수원,29,나무수국,Hydrangea paniculata,수국과,낙엽관목,8
14. 외국수원,30,낙상홍,Ilex serrata ,감탕나무과,낙엽관목,10
14. 외국수원,31,납매,Chimonanthus praecox ,받침꽃과,낙엽관목,7
14. 외국수원,32,네군도단풍 '플라밍고',Acer negundo 'Flamingo',단풍나무과,낙엽교목,1
14. 외국수원,33,노린재나무,Symplocos chinensis f. pilosa,노린재나무과,낙엽관목,3
14. 외국수원,34,누리장나무,Clerodendrum trichotomum,마편초과,낙엽관목,3
14. 외국수원,35,단풍나무,Acer palmatum,단풍나무과,낙엽교목,1
14. 외국수원,36,당광나무,Ligustrum lucidum,물푸레나무과,상록교목,1
14. 외국수원,37,대왕참나무,Quercus palustris,참나무과,낙엽교목,3
14. 외국수원,38,덜꿩나무,Viburnum erosum ,인동과,낙엽관목,9
14. 외국수원,39,독일가문비,Picea abies,소나무과,상록교목,13
14. 외국수원,40,동백나무,Camellia japonica,차나무과,상록교목,1
14. 외국수원,41,두릅나무,Aralia elata,두릅나무과,낙엽관목,3
14. 외국수원,42,두송 '데프레샤 아우레아',Juniperus communis 'Depressa Aurea' ,측백나무과,상록관목,1
14. 외국수원,43,둥근향나무,Juniperus chinensis 'Globosa',측백나무과,상록관목,14
14. 외국수원,44,땅채송화,Sedum oryzifolium,돌나물과,다년초,
14. 외국수원,45,때죽나무,Styrax japonicus,때죽나무과,낙엽교목,15
14. 외국수원,46,떡갈나무,Quercus dentata,참나무과,낙엽교목,3
14. 외국수원,47,뜰보리수,Elaeagnus multiflora,보리수나무과,낙엽교목,1
14. 외국수원,48,삼나무,Cryptomeria japonica,낙우송과,상록교목,1
14. 외국수원,49,말오줌때,Euscaphis japonica,고추나무과,낙엽교목,6
14. 외국수원,50,매실나무 '토르투어스 드래곤' (운룡매화),Prunus mume 'Tortuous Dragon',장미과,낙엽관목,1
14. 외국수원,51,머귀나무,Zanthoxylum ailanthoides,운향과,낙엽교목,1
14. 외국수원,52,먼나무,Ilex rotunda,감탕나무과,상록교목,2
14. 외국수원,53,명자나무,Chaenomeles japonica,장미과,낙엽관목,40
14. 외국수원,54,모밀잣밤나무,Castanopsis cuspidata,참나무과,상록교목,13
14. 외국수원,55,목형,Vitex negundo var. cannabifolia,마편초과,낙엽관목,1
14. 외국수원,56,무궁화,Hibiscus syriacus,아욱과,낙엽관목,1
14. 외국수원,57,무늬 마삭줄,Trachelospermum asiaticum 'Variegatum',협죽도과,낙엽덩굴목본,
14. 외국수원,58,무늬 수호초,Pachysandra terminalis 'Variegatus',회양목과,다년초,
14. 외국수원,59,무늬 좀사철,Euonymus fortunei 'Variegatus',노박덩굴과,낙엽덩굴목본,
14. 외국수원,60,무늬수국,Hydrangea sp.,수국과,낙엽관목,1
14. 외국수원,61,미국낙상홍,Ilex sp.,감탕나무과,낙엽관목,2
14. 외국수원,62,미국부용,Hibiscus oculiroseus ,아욱과,다년초,
14. 외국수원,63,미국풍나무,Liquidambar styraciflua,풍나무과,낙엽교목,3
14. 외국수원,64,자엽박태기나무,Cercis canadensis 'Forest Pansy',콩과,낙엽관목,4
14. 외국수원,65,반송,Pinus densiflora f. multicaulis,소나무과,상록관목,5
14. 외국수원,66,반용송,Pinus sp. ,소나무과,상록교목,1
14. 외국수원,67,배롱나무,Lagerstroemia indica,부처꽃과,낙엽교목,8
14. 외국수원,68,백당나무,Viburnum opulus var. calvescens,인동과,낙엽관목,2
14. 외국수원,69,백목련,Magnolia denudata,목련과,낙엽교목,1
14. 외국수원,70,백송,Pinus bungeana ,소나무과,상록교목,3
14. 외국수원,71,벚나무,Prunus serrulata var. spontanea ,장미과,낙엽교목,20
14. 외국수원,72,벚나무 '요코',Prunus 'Yoko',장미과,낙엽교목,3
14. 외국수원,73,벚나무 '하진행',Prunus 'Hajinhaeng',장미과,낙엽교목,3
14. 외국수원,74,보리수나무,Elaeagnus umbellata ,보리수나무과,낙엽관목,1
14. 외국수원,75,복분자딸기,Rubus coreanus,장미과,낙엽관목,10
14. 외국수원,76,복사나무,Prunus persica,장미과,낙엽관목,12
14. 외국수원,77,복사나무 (직립),Prunus persica,장미과,낙엽관목,4
14. 외국수원,78,부탄소나무,Pinus wallichiana,소나무과,상록교목,1
14. 외국수원,79,불두화,Viburnum opulus f. hydrangeoides,인동과,낙엽관목,7
14. 외국수원,80,붉가시나무,Quercus acuta ,참나무과,상록교목,2
14. 외국수원,81,비자나무,Torreya nucifera,주목과,상록교목,1
14. 외국수원,82,비쭈기나무,Cleyera japonica ,차나무과,상록관목,2
14. 외국수원,83,빈도리,Deutzia crenata,범의귀과,낙엽관목,13
14. 외국수원,84,사계황금송,Pinus sp. ,소나무과,상록교목,4
14. 외국수원,85,사철나무,Euonymus japonicus,노박덩굴과,상록관목,3
14. 외국수원,86,산돌배나무,Pyrus ussuriensis,장미과,낙엽교목,12
14. 외국수원,87,산딸나무,Cornus kousa,층층나무과,낙엽교목,1
14. 외국수원,88,산벚나무,Prunus sargentii ,장미과,낙엽교목,6
14. 외국수원,89,산사나무,Crataegus pinnatifida,참나무과,낙엽교목,1
14. 외국수원,90,산수국,Hydrangea serrata f. acuminata ,수국과,낙엽관목,20
14. 외국수원,91,산수유,Cornus officinalis,층층나무과,낙엽관목,5
14. 외국수원,92,살구나무,Prunus armeniaca var. ansu,벚나무과,낙엽교목,3
14. 외국수원,93,삼색병꽃나무,Weigela florida f. subtricolor,인동과,낙엽관목,5
14. 외국수원,94,상동나무,Sageretia thea ,갈매나무과,상록관목,1
14. 외국수원,95,상사화,Lycoris squamigera,수선화과,다년초,
14. 외국수원,96,상수리나무,Quercus acutissima,참나무과,낙엽교목,1
14. 외국수원,97,새덕이,Neolitsea aciculata,녹나무과,상록교목,1
14. 외국수원,98,생강나무,Lindera obtusiloba,녹나무과,낙엽관목,1
14. 외국수원,99,생달나무,Cinnamomum yabunikkei,녹나무과,상록교목,1
14. 외국수원,100,서양측백,Thuja occidentalis,측백나무과,상록교목,19
14. 외국수원,101,오엽송,Pinus parviflora Glauca Group,소나무과,상록교목,6
14. 외국수원,102,소귀나무,Myrica rubra,소귀나무과,상록교목,4
14. 외국수원,103,솔송나무,Tsuga sieboldii ,소나무과,상록교목,1
14. 외국수원,104,수국,Hydrangea macrophylla ,수국과,낙엽관목,5
14. 외국수원,105,수국 '골리앗',Hydrangea macrophylla 'Goliath',수국과,낙엽관목,5
14. 외국수원,106,수국 '마리에시',Hydrangea macrophylla 'Mariesii' ,수국과,낙엽관목,5
14. 외국수원,107,수수꽃다리,Syringa oblata var. dilatata,물푸레나무과,낙엽관목,3
14. 외국수원,108,수양매실나무,Prunus mume 'Pendula',장미과,낙엽관목,2
14. 외국수원,109,수양벚나무,Prunus verecunda var. pendula,장미과,낙엽교목,1
14. 외국수원,110,스코풀로룸 향나무 '스카이로켓',Juniperus scopulorum 'Skyrocket',측백나무과,상록관목,1
14. 외국수원,111,스쿠아마타 향나무 '블루스타',Juniperus squamata 'Blue Star',측백나무과,상록교목,1
14. 외국수원,112,스트로브잣나무,Pinus strobus ,소나무과,상록관목,4
14. 외국수원,113,시베리아눈측백,Microbiota decussata,측백나무과,상록관목,1
14. 외국수원,114,시베리아붓꽃,Iris sibirica,붓꽃과,다년초,
14. 외국수원,115,신갈나무,Quercus mongolica,참나무과,낙엽교목,1
14. 외국수원,116,실거리나무,Caesalpinia decapetala,콩과,낙엽덩굴목본,
14. 외국수원,117,실화백,Chamaecyparis pisifera,측백나무과,상록교목,2
14. 외국수원,118,아그배나무,Malus sieboldii ,장미과,낙엽관목,1
14. 외국수원,119,아랄리오이데스 트로코덴드론,Trochodendron aralioides,트로코덴드라과,상록교목,1
14. 외국수원,120,아로니아,Aronia arbutifolia,장미과,낙엽관목,3
14. 외국수원,121,아왜나무,Viburnum odoratissimum var. awabuki ,인동과,낙엽관목,9
14. 외국수원,122,안개나무,Cotinus coggygria,옻나무과,낙엽관목,1
14. 외국수원,123,애기동백나무,Camellia sasanqua,차나무과,상록관목,7
14. 외국수원,124,에리카,Erica carnea,진달래과,상록관목,1
14. 외국수원,125,영산홍,Rhododendron indicum ,진달래과,낙엽관목,다수
14. 외국수원,126,예덕나무,Mallotus japonicus,대극과,낙엽교목,1
14. 외국수원,127,참오동나무,Paulownia tomentosa,현삼과,낙엽교목,1
14. 외국수원,128,올괴불나무,Lonicera praeflorens,인동과,낙엽관목,1
14. 외국수원,129,완도호랑가시나무,Ilex cornuta 'Wandoensis',감탕나무과,상록교목,3
14. 외국수원,130,왕작살나무,Callicarpa japonica var. luxurians,마편초과,낙엽관목,1
14. 외국수원,131,윌슨향나무,Juniperus pingii var. wilsonii ,측백나무과,상록교목,1
14. 외국수원,132,은목서,Osmanthus x fortunei ,물푸레나무과,상록관목,12
14. 외국수원,133,은쑥,Artemisia schmidtiana,국화과,다년초,
14. 외국수원,134,음나무,Kalopanax septemlobus,두릅나무과,낙엽교목,3
14. 외국수원,135,이스라지,Prunus japonica var. nakaii,장미과,낙엽관목,10
14. 외국수원,136,이팝나무,Chionanthus retusus,물푸레나무과,낙엽교목,15
14. 외국수원,137,일본목련,Magnolia obovata,목련과,낙엽교목,17
14. 외국수원,138,오엽송,Pinus parviflora Glauca Group,소나무과,상록교목,5
14. 외국수원,139,일본잎갈나무,Larix kaempferi ,소나무과,낙엽교목,1
14. 외국수원,140,임브리카리움 낙우송 '누탄스',Taxodium distichum var. imbricarium 'Nutans',낙우송과,낙엽교목,1
14. 외국수원,141,자주받침꽃,Calycanthus fertilis,받침꽃과,낙엽관목,1
14. 외국수원,142,작살나무,Callicarpa japonica,마편초과,낙엽관목,7
14. 외국수원,143,적피 배롱나무,Lagerstroemia fauriei ,부처꽃과,낙엽교목,2
14. 외국수원,144,정금나무,Vaccinium oldhamii,진달래과,낙엽관목,3
14. 외국수원,145,조록나무,Distylium racemosum,조록나무과,상록교목,6
14. 외국수원,146,일본조팝 '골드 마운드',Spiraea japonica 'Gold Mound',장미과,낙엽관목,50
14. 외국수원,147,일본조팝 '골드 플레임',Spiraea japonica 'Gold Flame',장미과,낙엽관목,50
14. 외국수원,148,족제비싸리,Amorpha fruticosa,콩과,낙엽관목,1
14. 외국수원,149,졸가시나무,Quercus phillyraeoides,참나무과,상록교목,3
14. 외국수원,150,졸참나무,Quercus serrata,참나무과,낙엽교목,11
14. 외국수원,151,좀사철 '브론디',Euonymus fortunei 'Blondy' ,노박덩굴과,상록덩굴목본,2
14. 외국수원,152,사철나무 '그린 스파이어',Euonymus japonicus 'Green Spire' ,노박덩굴과,상록관목,3
14. 외국수원,153,좁은잎참빗살나무,Euonymus hamiltonianus var. maackii,노박덩굴과,낙엽교목,1
14. 외국수원,154,종가시나무,Quercus glauca,참나무과,상록교목,3
14. 외국수원,155,주걱비비추,Hosta clausa ,비비추과,다년초,
14. 외국수원,156,주목,Taxus cuspidata,주목과,상록관목,100
14. 외국수원,157,쥐똥나무,Ligustrum obtusifolium ,물푸레나무과,낙엽관목,2
14. 외국수원,158,지면패랭이꽃,Phlox subulata,꽃고비과,다년초,
14. 외국수원,159,진달래,Rhododendron mucronulatum ,진달래과,낙엽관목,20
14. 외국수원,160,쪽동백나무,Styrax obassia ,때죽나무과,낙엽교목,3
14. 외국수원,161,참가시나무,Quercus salicina ,참나무과,상록교목,2
14. 외국수원,162,천사의 나팔,Brugmansia suaveolens,가지과,낙엽관목,20
14. 외국수원,163,백합,Lilium longiflroum,백합과,다년초,
14. 외국수원,164,초령목,Michelia compressa,목련,상록관목,2
14. 외국수원,165,층층나무,Cornus controversa ,층층나무과,낙엽교목,1
14. 외국수원,166,칠엽수,Aesculus turbinata,칠엽수과,낙엽교목,11
14. 외국수원,167,큰두루미꽃,Maianthemum dilatatum,백합과,다년초,
14. 외국수원,168,큰호장근 ,Fallopia x bohemica,마디풀과,다년초,
14. 외국수원,169,태산목,Magnolia grandiflora,목련과,상록교목,1
14. 외국수원,170,털조록싸리,Lespedeza maximowiczii var. tomentella,콩과,낙엽관목,3
14. 외국수원,171,통조화,Stachyurus praecox ,통조화과,낙엽관목,2
14. 외국수원,172,튤립나무,Liriodendron tulipifera,목련과,낙엽교목,3
14. 외국수원,173,팥배나무,Sorbus alnifolia,장미과,낙엽교목,11
14. 외국수원,174,편백,Chamaecyparis obtusa,측백나무과,상록교목,5
14. 외국수원,175,피라칸사,Pyracantha angustifolia,장미과,낙엽관목,16
14. 외국수원,176,한라비비추 '한라골드',Hosta venusta 'Halla Gold',비비추과,다년초,
14. 외국수원,177,합다리나무,Meliosma oldhamii ,나도밤나무과,낙엽교목,3
14. 외국수원,178,해당화,Rosa rugosa,장미과,낙엽관목,1
14. 외국수원,179,해변노간주,Juniperus rigida var. conferta ,측백나무과,상록관목,1
14. 외국수원,180,향나무,Juniperus chinensis,측백나무과,상록교목,1
14. 외국수원,181,향나무 '피트제리아나 아우레아',Juniperus x pfitzeriana 'Pfitzeriana Aurea' ,측백나무과,상록관목,1
14. 외국수원,182,헬레보루스,Helleborus orientalis ,미나리아재비과,다년초,
14. 외국수원,183,호랑가시나무,Ilex cornuta,감탕나무과,상록교목,10
14. 외국수원,184,호장근,Fallopia japonica,마디풀과,다년초,
14. 외국수원,185,홀아비꽃대,Chloranthus japonicus,홀아비꽃대과,다년초,1
14. 외국수원,186,홍가시나무,Photinia glabra,장미과,낙엽교목,5
14. 외국수원,187,화백,Chamaecyparis pisifera,측백나무과,상록교목,2
14. 외국수원,188,화백 '스쿠아로사 아르젠테아',Chamaecyparis pisifera 'Squarrosa Argentea',측백나무과,상록관목,9
14. 외국수원,189,화살나무,Euonymus alatus,노박덩굴과,낙엽관목,11
14. 외국수원,190,황금눈향나무,Juniperus chinensis var. sargentii 'Aurea',측백나무과,상록관목,10
14. 외국수원,191,황금메테세쿼이아,Metasequoia glyptostroboides 'Gold Rush',낙우송과,낙엽교목,2
14. 외국수원,192,황금실화백,Chamaecyparis pisifera 'Filifera Aurea',측백나무과,상록교목,2
14. 외국수원,193,황금왕쥐똥나무,Ligustrum ovalifolium 'Aureum',물푸레나무과,낙엽교목,6
14. 외국수원,194,황금줄사철,Euonymus fortunei var. radicans 'Aureo-Marginata',녹박덩굴과,상록덩굴관목,
14. 외국수원,195,황칠나무,Dendropanax morbiferus ,두릅나무과,상록교목,2
14. 외국수원,196,회양목,Buxus koreana ,회양목과,상록관목,1
14. 외국수원,197,회잎나무,Euonymus alatus f. ciliatodentatus,노박덩굴과,낙엽관목,1
14. 외국수원,198,후박나무,Machilus thunbergii ,녹나무과,상록교목,18
14. 외국수원,199,후피향나무,Ternstroemia gymnanthera,차나무과,상록관목,12
14. 외국수원,200,흰무늬줄사철,Euonymus fortunei var. radicans 'Variegatus',노박덩굴과,상록덩굴관목,
15. 방향수원,1,가막살나무,Viburnum dilatatum,인동과,낙엽관목,2
15. 방향수원,2,가침박달,Exochorda serratifolia ,장미과,낙엽관목,2
15. 방향수원,3,감나무,Diospyros kaki ,감나무과,낙엽교목,3
15. 방향수원,4,꽃댕강나무,Abelia x grandiflora,인동과,낙엽관목,20
15. 방향수원,5,꽃사과나무,Malus floribunda ,장미과,낙엽관목,5
15. 방향수원,6,낙상홍,Ilex serrata ,감탕나무과,낙엽관목,30
15. 방향수원,7,노각나무,Stewartia pseudocamellia ,차나무과,낙엽교목,5
15. 방향수원,8,누리장나무,Clerodendrum trichotomum,마편초과,낙엽관목,2
15. 방향수원,9,대팻집나무,Ilex macropoda ,감탕나무과,낙엽교목,1
15. 방향수원,10,동백나무,Camellia japonica,차나무과,상록교목,2
15. 방향수원,11,두릅나무,Aralia elata,두릅나무과,낙엽관목,1
15. 방향수원,12,두메부추,Allium senescens ,백합과,다년초,
15. 방향수원,13,둥근향나무,Juniperus chinensis 'Globosa',측백나무과,상록관목,10
15. 방향수원,14,디기탈리스,Digitalis purpurea,현삼과,다년초,
15. 방향수원,15,때죽나무,Styrax japonicus,때죽나무과,낙엽교목,5
15. 방향수원,16,떡갈나무,Quercus dentata,참나무과,낙엽교목,3
15. 방향수원,17,란타나,Lantana camara,마편초과,상록관목,2
15. 방향수원,18,만첩빈도리,Deutzia crenata f. plena,범의귀과,낙엽관목,2
15. 방향수원,19,말오줌때,Euscaphis japonica,고추나무과,낙엽교목,1
15. 방향수원,20,매실나무,Prunus mume,장미과,낙엽관목,8
15. 방향수원,21,맥문동,Liriope platyphylla,백합과,다년초,
15. 방향수원,22,모감주나무,Koelreuteria paniculata,무환자나무과,낙엽교목,3
15. 방향수원,23,모란,Paeonia suffruticosa,작약과,낙엽관목,50
15. 방향수원,24,미니장미,Rosa sp.,장미과,다년초,
15. 방향수원,25,반송,Pinus densiflora f. multicaulis,소나무과,상록관목,7
15. 방향수원,26,배롱나무,Lagerstroemia indica,부처꽃과,낙엽교목,13
15. 방향수원,27,보리수나무,Elaeagnus umbellata ,보리수나무과,낙엽관목,3
15. 방향수원,28,복수초,Adonis amurensis ,미나리아재비과,다년초,
15. 방향수원,29,분홍할미꽃,Pulsatilla dahurica,미나리아재비과,다년초,
15. 방향수원,30,산국,Dendranthema boreale ,국화과,다년초,
15. 방향수원,31,산딸나무,Cornus kousa,층층나무과,낙엽교목,7
15. 방향수원,32,산수국,Hydrangea serrata f. acuminata ,수국과,낙엽관목,50
15. 방향수원,33,산철쭉,Rhododendron yedoense f. poukhanense ,진달래과,낙엽관목,다수
15. 방향수원,34,삼지닥나무,Edgeworthia chrysantha,팥꽃나무과,낙엽관목,2
15. 방향수원,35,서양측백 '에메랄드 그린',Thuja occidentalis `Emerald Green',측백나무과,상록교목,1
15. 방향수원,36,서향,Daphne odora ,팥꽃나무과,상록관목,30
15. 방향수원,37,섬기린초,Sedum takesimense,돌나물과,다년초,
15. 방향수원,38,섬백리향,Thymus quinquecostatus var. japonicus ,꿀풀과,다년초,
15. 방향수원,39,소나무,Pinus densiflora,소나무과,상록교목,12
15. 방향수원,40,송악,Hedera sp.,두릅나무과,다년초,
15. 방향수원,41,앵도나무,Prunus tomentosa,장미과,낙엽관목,1
15. 방향수원,42,왕벚나무,Prunus yedoensis,장미과,낙엽교목,5
15. 방향수원,43,유카,Yucca gloriosa ,용설란과,다년초,
15. 방향수원,44,자란,Bletilla striata,난초과,다년초,
15. 방향수원,45,작살나무,Callicarpa japonica,마편초과,낙엽관목,1
15. 방향수원,46,조팝나무,Spiraea prunifolia f. simpliciflora,장미과,낙엽관목,10
15. 방향수원,47,좀작살나무,Callicarpa dichotoma,마편초과,낙엽관목,2
15. 방향수원,48,쪽동백나무,Styrax obassia ,때죽나무과,낙엽교목,1
15. 방향수원,49,찔레꽃,Rosa multiflora ,장미과,낙엽관목,5
15. 방향수원,50,참느릅나무,Ulmus parvifolia ,느릅나무과,상록교목,5
15. 방향수원,51,치자나무,Gardenia jasminoides,꼭두서니과,상록관목,2
15. 방향수원,52,칠엽수,Aesculus turbinata,칠엽수과,낙엽교목,3
15. 방향수원,53,털설구화 '라나스',Viburnum plicatum f. tomentosum 'Lanarth',인동과,낙엽관목,3
15. 방향수원,54,팥꽃나무,Daphne genkwa ,팥꽃나무과,낙엽관목,30
15. 방향수원,55,팥배나무,Sorbus alnifolia,장미과,낙엽교목,2
15. 방향수원,56,팽나무,Celtis sinensis ,느릅나무과,낙엽교목,4
15. 방향수원,57,할미꽃,Pulsatilla koreana,미나리아재비과,다년초,
15. 방향수원,58,해국,Aster spathulifolius,국화과,다년초,
15. 방향수원,59,해당화,Rosa rugosa,장미과,낙엽관목,1
15. 방향수원,60,호랑가시나무,Ilex cornuta,감탕나무과,상록교목,12
15. 방향수원,61,흑산도비비추,Hosta yingeri ,비비추과,다년초,
16. 청자자수원,1,반송,Pinus densiflora f. multicaulis,소나무과,상록관목,19
16. 청자자수원,2,산철쭉,Rhododendron yedoense f. poukhanense ,진달래과,낙엽관목,다수
16. 청자자수원,3,삼색무늬마삭줄,Trachelospermum jasminoides 'Tricolor',협죽도과,상록덩굴목본,
16. 청자자수원,4,소나무,Pinus densiflora,소나무과,상록교목,10
16. 청자자수원,5,애기말발도리,Deutzia gracilis ,범의귀과,낙엽관목,200
16. 청자자수원,6,일본매자나무,Berberis thunbergii,매자나무과,상록관목,100
16. 청자자수원,7,지면패랭이꽃,Phlox subulata,꽃고비과,다년초,
17. 생태습지원,1,감나무,Diospyros kaki ,감나무과,낙엽교목,2
17. 생태습지원,2,개맥문동,Liriope spicata ,백합과,다년초,
17. 생태습지원,3,갯버들,Salix gracilistyla,버드나무과,낙엽관목,4
17. 생태습지원,4,금불초,Inula britannica var. japonica,국화과,다년초,
17. 생태습지원,5,금잔화,Calendula arvensis,국화과,1년초,
17. 생태습지원,6,나무수국,Hydrangea paniculata,수국과,낙엽관목,1
17. 생태습지원,7,노랑꽃창포,Iris pseudacorus,붓꽃과,다년초,
17. 생태습지원,8,노랑무늬붓꽃,Iris odaesanensis,붓꽃과,다년초,
17. 생태습지원,9,노린재나무,Symplocos chinensis f. pilosa,노린재나무과,낙엽관목,1
17. 생태습지원,10,눈향나무,Juniperus chinensis var. sargentii,측백나무과,상록관목,11
17. 생태습지원,11,능수버들,Salix pseudolasiogyne,버드나무과,낙엽교목,1
17. 생태습지원,12,단풍나무,Acer palmatum,단풍나무과,낙엽교목,7
17. 생태습지원,13,대상화,Anemone hupehensis var. japonica,미나리아재비과,다년초,
17. 생태습지원,14,등나무,Wisteria floribunda,콩과,낙엽덩굴목본,1
17. 생태습지원,15,디기탈리스,Digitalis purpurea,현삼과,다년초,
17. 생태습지원,16,매실나무,Prunus mume,장미과,낙엽관목,2
17. 생태습지원,17,맥문동,Liriope platyphylla,백합과,다년초,
17. 생태습지원,18,모과나무,Chaenomeles sinensis,장미과,낙엽관목,1
17. 생태습지원,19,모란 '권엽홍',Paeonia 'Gwonyeophong',작약과,낙엽관목,
17. 생태습지원,20,모란 '금각',Paeonia 'Geumgak',작약과,낙엽관목,
17. 생태습지원,21,모란 '금황',Paeonia 'Geumhwang',작약과,낙엽관목,
17. 생태습지원,22,모란 '꽃왕',Paeonia 'kkochwang ',작약과,낙엽관목,
17. 생태습지원,23,모란 '노화홍',Paeonia 'Nohwahong ',작약과,낙엽관목,
17. 생태습지원,24,모란 '대화홍',Paeonia 'Daehwahong',작약과,낙엽관목,
17. 생태습지원,25,모란 '설탑',Paeonia 'Seoltap',작약과,낙엽관목,
17. 생태습지원,26,모란 '영일홍',Paeonia 'Yeongilhong',작약과,낙엽관목,
17. 생태습지원,27,모란 '옥루정취',Paeonia 'Ongnujeongchwi',작약과,낙엽관목,
17. 생태습지원,28,모란 '우금회향',Paeonia 'Ugeumhoehyang',작약과,낙엽관목,
17. 생태습지원,29,모란 '우후풍광',Paeonia 'Uhupunggwang',작약과,낙엽관목,
17. 생태습지원,30,모란 '육부용',Paeonia 'Yukbuyong',작약과,낙엽관목,
17. 생태습지원,31,모란 '장지홍',Paeonia 'Jangjihong',작약과,낙엽관목,
17. 생태습지원,32,모란 '청향백',Paeonia 'cheonghyangbaeg',작약과,낙엽관목,
17. 생태습지원,33,모란 '홍교대',Paeonia 'Honggyodae',작약과,낙엽관목,
17. 생태습지원,34,모란 '화이교',Paeonia 'Hwaigyo',작약과,낙엽관목,
17. 생태습지원,35,모란 '흑해사금',Paeonia 'Heukaesageum',작약과,낙엽관목,
17. 생태습지원,36,무궁화,Hibiscus syriacus,아욱과,낙엽관목,3
17. 생태습지원,37,무늬 비비추,Hosta sp.,비비추과,다년초,
17. 생태습지원,38,무늬 털머위,Farfugium japonicum 'Variegatum',국화과,다년초,
17. 생태습지원,39,물억새,Miscanthus sacchariflorus,벼과,다년초,
17. 생태습지원,40,박태기나무류,Cercis sp.,콩과,낙엽교목,3
17. 생태습지원,41,배롱나무,Lagerstroemia indica,부처꽃과,낙엽교목,1
17. 생태습지원,42,백합,Lilium longiflroum,백합과,다년초,
17. 생태습지원,43,버드나무,Salix koreensis,버드나무과,낙엽교목,4
17. 생태습지원,44,복자기,Acer triflorum,단풍나무과,낙엽교목,2
17. 생태습지원,45,붓꽃,Iris sanguinea,붓꽃과,다년초,
17. 생태습지원,46,산딸나무,Cornus kousa,층층나무과,낙엽교목,4
17. 생태습지원,47,산사나무,Crataegus pinnatifida,참나무과,낙엽교목,1
17. 생태습지원,48,산수유,Cornus officinalis,층층나무과,낙엽관목,9
17. 생태습지원,49,삼색버들(무늬개키버들),Salix integra 'Hakuro-Nishiki',버드나무과,낙엽관목,5
17. 생태습지원,50,소나무,Pinus densiflora,소나무과,상록교목,10
17. 생태습지원,51,수국,Hydrangea macrophylla,수국과,낙엽관목,10
17. 생태습지원,52,수련,Nymphaea odorata,수련과,다년초,
17. 생태습지원,53,애기부들,Typha angustifolia,부들과,다년초,
17. 생태습지원,54,연꽃,Nelumbo nucifera,수련과,다년초,
17. 생태습지원,55,영산홍,Rhododendron indicum ,진달래과,낙엽관목,다수
17. 생태습지원,56,왕모시풀,Boehmeria pannosa,쐐기풀과,다년초,
17. 생태습지원,57,왕버들,Salix chaenomeloides,버드나무과,낙엽교목,1
17. 생태습지원,58,왕벚나무,Prunus yedoensis,장미과,낙엽교목,4
17. 생태습지원,59,용버들,Salix matsudana f. tortuosa,버드나무과,낙엽교목,1
17. 생태습지원,60,일본매자나무,Berberis thunbergii,매자나무과,낙엽관목,1
17. 생태습지원,61,일본조팝 '골드 마운드',Spiraea japonica 'Gold Mound',장미과,낙엽관목,다수
17. 생태습지원,62,일본조팝 '골드 플레임',Spiraea japonica 'Gold Flame',장미과,낙엽관목,다수
17. 생태습지원,63,자귀나무,Albizia julibrissin,콩과,낙엽교목,3
17. 생태습지원,64,자란,Bletilla striata,난초과,다년초,
17. 생태습지원,65,작약,Paeonia lactiflora ,작약과,다년초,
17. 생태습지원,66,적피단풍,Acer griseum ,단풍나무과,낙엽교목,1
17. 생태습지원,67,제비붓꽃,Iris laevigata,붓꽃과,다년초,
17. 생태습지원,68,조뱅이,Breea segeta f. segeta ,국화과,다년초,
17. 생태습지원,69,조팝나무,Spiraea prunifolia f. simpliciflora,장미과,낙엽관목,10
17. 생태습지원,70,쥐똥나무,Ligustrum obtusifolium ,물푸레나무과,낙엽관목,2
17. 생태습지원,71,질경이택사,Alisma orientale,택사과,다년초,
17. 생태습지원,72,천일홍,Gomphrena globosa,국화과,1년초,
17. 생태습지원,73,칠엽수,Aesculus turbinata,칠엽수과,낙엽교목,3
17. 생태습지원,74,카나덴시스 버베나,Verbena canadensis,마편초과,다년초,
17. 생태습지원,75,키버들,Salix koriyanagi ,버드나무과,낙엽관목,3
17. 생태습지원,76,털부처꽃,Lythrum salicaria,부처꽃과,다년초,
17. 생태습지원,77,팥배나무,Sorbus alnifolia,장미과,낙엽교목,1
17. 생태습지원,78,하늘매발톱,Aquilegia japonica,미나리아재비과,다년초,
17. 생태습지원,79,호랑가시나무,Ilex cornuta,감탕나무과,상록교목,1
17. 생태습지원,80,화살나무,Euonymus alatus,노박덩굴과,낙엽관목,1
17. 생태습지원,81,황금매자나무,Berberis thunbergii `aurea',매자나무과,낙엽관목,1
