구분,No.,Korean,Scientific,Family,구분,수량
29. 치유의 숲길,23,산초나무,Zanthoxylum schinifolium ,운향과,낙엽관목,10
29. 치유의 숲길,24,새우난초,Calanthe discolor ,난초과,다년초,
29. 치유의 숲길,25,서양측백나무,Thuja occidentalis,측백나무과,상록교목,22
29. 치유의 숲길,26,소나무,Pinus densiflora,소나무과,상록교목,다수
29. 치유의 숲길,27,수리딸기,Rubus corchorifolius,장미과,낙엽관목,
29. 치유의 숲길,28,음나무,Kalopanax septemlobus,두릅나무과,낙엽교목,5
29. 치유의 숲길,29,이팝나무,Chionanthus retusus,물푸레나무과,낙엽교목,25
29. 치유의 숲길,30,일본굴피나무,Pterocarya rhoifolia ,가래나무과,낙엽교목,2
29. 치유의 숲길,31,자주꿩의다리,Thalictrum uchiyamae,미나리아재비과,다년초,
29. 치유의 숲길,32,졸참나무,Quercus serrata,참나무과,낙엽교목,10
29. 치유의 숲길,33,주걱비비추,Hosta clausa ,비비추과,다년초,
29. 치유의 숲길,34,지네고사리,Thelypteris japonica,처녀고사리과,다년초,
29. 치유의 숲길,35,진달래,Rhododendron mucronulatum ,진달래과,낙엽관목,10
29. 치유의 숲길,36,쪽동백나무,Styrax obassia ,때죽나무과,낙엽교목,8
29. 치유의 숲길,37,참가시나무,Quercus salicina ,참나무과,상록교목,2
29. 치유의 숲길,38,처녀치마,Heloniopsis koreana ,백합과,다년초,
29. 치유의 숲길,39,측백나무류,Thuja orientalis,측백나무과,상록교목,15
29. 치유의 숲길,40,탐라사다리고사리,Parathelypteris angustifrons,처녀고사리과,다년초,
29. 치유의 숲길,41,태백기린초,Sedum latiovalifolium,돌나물과,다년초,
29. 치유의 숲길,42,태안원추리,Hemerocallis taeanensis,백합과,다년초,
29. 치유의 숲길,43,팽나무,Celtis sinensis ,느릅나무과,낙엽교목,4
29. 치유의 숲길,44,편백,Chamaecyparis obtusa,측백나무과,상록교목,다수
29. 치유의 숲길,45,호자덩굴,Mitchella undulata,꼭두서니과,다년초,
29. 치유의 숲길,46,홀아비꽃대,Chloranthus japonicus,홀아비꽃대과,다년초,
29. 치유의 숲길,47,흑산도비비추,Hosta yingeri ,비비추과,다년초,
30. 전망대,1,가막살나무,Viburnum dilatatum,인동과,낙엽관목,1
30. 전망대,2,감태나무,Lindera glauca,녹나무과,낙엽관목,2
30. 전망대,3,계수나무,Cercidiphyllum japonicum ,계수나무과,낙엽교목,1
30. 전망대,4,길마가지나무,Lonicera harae,인동과,낙엽관목,6
30. 전망대,5,꾸지뽕나무,Cudrania tricuspidata,뽕나무과,낙엽관목,1
30. 전망대,6,나도밤나무,Meliosma myriantha ,나도밤나무과,낙엽교목,1
30. 전망대,7,노간주나무,Juniperus rigida,측백나무과,상록관목,2
30. 전망대,8,눈향나무,Juniperus chinensis var. sargentii,측백나무과,상록관목,13
30. 전망대,9,느티나무,Zelkova serrata,느릅나무과,낙엽교목,3
30. 전망대,10,단풍나무,Acer palmatum,단풍나무과,낙엽교목,22
30. 전망대,11,대팻집나무,Ilex macropoda ,감탕나무과,낙엽교목,2
30. 전망대,12,동백나무,Camellia japonica,차나무과,낙엽교목,100
30. 전망대,13,때죽나무,Styrax japonicus,때죽나무과,낙엽교목,1
30. 전망대,14,말오줌때,Euscaphis japonica,고추나무과,낙엽교목,7
30. 전망대,15,말채나무,Cornus walteri ,층층나무과,낙엽교목,2
30. 전망대,16,매실나무,Prunus mume,장미과,낙엽관목,10
30. 전망대,17,맥문동,Liriope platyphylla,백합과,다년초,
30. 전망대,18,멀구슬나무,Melia azedarach,멀구슬나무과,낙엽교목,1
30. 전망대,19,모감주나무,Koelreuteria paniculata,무환자나무과,낙엽교목,2
30. 전망대,20,목련,Magnolia kobus,목련과,낙엽교목,3
30. 전망대,21,복자기,Acer triflorum,단풍나무과,낙엽교목,1
30. 전망대,22,분꽃나무,Viburnum carlesii ,인동과,낙엽관목,1
30. 전망대,23,블루베리 '넬슨',Vaccinium corymbosum 'Nelson',진달래과,낙엽관목,5
30. 전망대,24,블루베리 '노스랜드',Vaccinium corymbosum 'Nothland',진달래과,낙엽관목,5
30. 전망대,25,블루베리 '다로',Vaccinium corymbosum 'Daro',진달래과,낙엽관목,4
30. 전망대,26,블루베리 '레드라이트',Vaccinium corymbosum 'Red Light',진달래과,낙엽관목,4
30. 전망대,27,블루베리 '브리지스타',Vaccinium corymbosum 'Bridge Star',진달래과,낙엽관목,4
30. 전망대,28,블루베리 '블루레이',Vaccinium corymbosum 'Blue Ray',진달래과,낙엽관목,3
30. 전망대,29,블루베리 '블루제이',Vaccinium corymbosum 'Blue Jay',진달래과,낙엽관목,3
30. 전망대,30,블루베리 '블루크롭',Vaccinium corymbosum 'Blue Crop',진달래과,낙엽관목,6
30. 전망대,31,블루베리 '스파르타',Vaccinium corymbosum 'Sparta',진달래과,낙엽관목,1
30. 전망대,32,블루베리 '스파탄',Vaccinium corymbosum 'Spatan',진달래과,낙엽관목,1
30. 전망대,33,블루베리 '시에라',Vaccinium corymbosum 'Sierra',진달래과,낙엽관목,5
30. 전망대,34,블루베리 '엘레강스',Vaccinium corymbosum 'Elegans',진달래과,낙엽관목,2
30. 전망대,35,블루베리 '엘리오트',Vaccinium corymbosum 'Elliott',진달래과,낙엽관목,3
30. 전망대,36,블루베리 '치프와',Vaccinium corymbosum 'Chippewa' ,진달래과,낙엽관목,4
30. 전망대,37,블루베리 '탑헷',Vaccinium corymbosum 'Top Hat',진달래과,낙엽관목,4
30. 전망대,38,블루베리 '폴라리스',Vaccinium corymbosum 'Polaris',진달래과,낙엽관목,2
30. 전망대,39,블루베리 '핑크레몬에이드',Vaccinium corymbosum 'Pink Lemonade' ,진달래과,낙엽관목,4
30. 전망대,40,산검양옻나무,Rhus sylvestris,옻나무과,낙엽교목,1
30. 전망대,41,산딸나무,Cornus kousa,층층나무과,낙엽교목,15
30. 전망대,42,산벚나무,Prunus sargentii ,장미과,낙엽교목,20
30. 전망대,43,산철쭉,Rhododendron yedoense f. poukhanense ,진달래과,낙엽관목,다수
30. 전망대,44,생강나무,Lindera obtusiloba,녹나무과,낙엽관목,3
30. 전망대,45,섬향나무,Juniperus chinensis var. procumbens,측백나무과,상록관목,10
30. 전망대,46,소나무,Pinus densiflora,소나무과,상록교목,30
30. 전망대,47,스트로브잣나무,Pinus strobus ,소나무과,상록교목,4
30. 전망대,48,은행나무,Ginkgo biloba,은행나무과,낙엽교목,3
30. 전망대,49,음나무,Kalopanax septemlobus,두릅나무과,낙엽교목,4
30. 전망대,50,작살나무,Callicarpa japonica,마편초과,낙엽관목,1
30. 전망대,51,정금나무,Vaccinium oldhamii,진달래과,낙엽관목,8
30. 전망대,52,졸참나무,Quercus serrata,참나무과,낙엽교목,21
30. 전망대,53,진달래,Rhododendron mucronulatum ,진달래과,낙엽관목,20
30. 전망대,54,쪽동백나무,Styrax obassia ,때죽나무과,낙엽교목,4
30. 전망대,55,체리 '나폴레옹',Prunus avium 'Napoleon',장미과,낙엽교목,1
30. 전망대,56,체리 '사토니시키',Prunus avium 'Satonishiki',장미과,낙엽교목,2
30. 전망대,57,체리 '일출',Prunus avium 'Ilchul',장미과,낙엽교목,1
30. 전망대,58,체리 '자브레',Prunus avium 'Jabre',장미과,낙엽교목,1
30. 전망대,59,초코베리 '네로',Aronia arbutifolia 'Nero',장미과,낙엽관목,1
30. 전망대,60,초코베리 '바이킹',Aronia arbutifolia 'Baiking',장미과,낙엽관목,10
30. 전망대,61,초코베리 '바이킹 엘레강스',Aronia arbutifolia 'Baiking Elegans',장미과,낙엽관목,5
30. 전망대,62,초코베리 '오다마 마치코',Aronia arbutifolia 'Odama Machico',장미과,낙엽관목,10
30. 전망대,63,칠엽수,Aesculus turbinata,칠엽수과,낙엽교목,1
30. 전망대,64,캐나다딱총나무,Sambucus canadensis,인동과,낙엽관목,1
30. 전망대,65,팥배나무,Sorbus alnifolia,장미과,낙엽교목,1
32. 후문,1,꼬리조팝나무,Spiraea salicifolia,장미과,낙엽관목,30
32. 후문,2,단풍나무,Acer palmatum,단풍나무과,낙엽교목,9
32. 후문,3,머귀나무,Zanthoxylum ailanthoides,운향과,낙엽교목,1
32. 후문,4,새우난초,Calanthe discolor ,난초과,다년초,
32. 후문,5,소나무,Pinus densiflora,소나무과,상록교목,30
32. 후문,6,소사나무,Carpinus turczaninowii,자작나무과,낙엽교목,1
32. 후문,7,영산홍,Rhododendron indicum ,진달래과,낙엽관목,다수
32. 후문,8,졸참나무,Quercus serrata,참나무과,낙엽교목,1
32. 후문,9,편백,Chamaecyparis obtusa,측백나무과,상록교목,5
34. 야외학습장,1,감국,Dendranthema indicum ,국화과,다년초,
34. 야외학습장,2,감나무,Diospyros kaki ,감나무과,낙엽교목,2
34. 야외학습장,3,개똥쑥,Artemisia annua ,국화과,1년초,
34. 야외학습장,4,갯기름나물,Peucedanum japonicum,산형과,다년초,
34. 야외학습장,5,계요등,Paederia scandens var. scandens,꼭두서니과,다년초,
34. 야외학습장,6,구절초,Dendranthema zawadskii var. latilobum,국화과,다년초,
34. 야외학습장,7,꽈리,Physalis alkekengi var. franchetii,가지과,다년초,
34. 야외학습장,8,꿩의비름,Hylotelephium erythrostictum,돌나물과,다년초,30
34. 야외학습장,9,단풍나무,Acer palmatum,단풍나무과,낙엽교목,4
34. 야외학습장,10,더위지기,Artemisia gmelinii ,국화과,낙엽관목,
34. 야외학습장,11,두릅나무,Aralia elata,두릅나무과,낙엽관목,1
34. 야외학습장,12,란타나,Lantana camara,마편초과,낙엽관목,20
34. 야외학습장,13,맥문동,Liriope platyphylla,백합과,다년초,
34. 야외학습장,14,멀꿀,Stauntonia hexaphylla,으름덩굴과,상록덩굴목본,10
34. 야외학습장,15,무늬 석창포,Acorus gramineus 'Variegatus',천남성과,다년초,
34. 야외학습장,16,무늬 둥글레,Polygonatum odoratum var. pluriflorum 'Variegatum' ,백합과,다년초,
34. 야외학습장,17,물레나물,Hypericum ascyron,물레나물과,다년초,
34. 야외학습장,18,박하,Mentha piperascens,꿀풀과,다년초,
34. 야외학습장,19,반송,Pinus densiflora f. multicaulis,소나무과,상록관목,3
34. 야외학습장,20,범부채,Belamcanda chinensis,붓꽃과,다년초,
34. 야외학습장,21,벚나무,Prunus serrulata var. spontanea ,장미과,낙엽교목,1
34. 야외학습장,22,분꽃,Mirabilis jalapa,분꽃과,1년초,
34. 야외학습장,23,분홍할미꽃,Pulsatilla dahurica,미나리아재비과,다년초,
34. 야외학습장,24,붓꽃,Iris sanguinea,붓꽃과,다년초,
34. 야외학습장,25,사위질빵,Clematis apiifolia,미나리아재비과,낙엽덩굴목본,
34. 야외학습장,26,사철쑥,Artemisia capillaris,국화과,다년초,
34. 야외학습장,27,사철채송화(송엽국),Lampranthus spectabilis,번행초과,다년초,
34. 야외학습장,28,산국,Dendranthema boreale ,국화과,다년초,
34. 야외학습장,29,산딸나무,Cornus kousa,층층나무과,낙엽교목,2
34. 야외학습장,30,산사나무,Crataegus pinnatifida,장미과,낙엽교목,1
34. 야외학습장,31,산수유,Cornus officinalis,층층나무과,낙엽관목,7
34. 야외학습장,32,산옥매,Prunus glandulosa,장미과,낙엽관목,50
34. 야외학습장,33,산철쭉,Rhododendron yedoense f. poukhanense ,진달래과,낙엽관목,다수
34. 야외학습장,34,삼백초,Saururus chinensis ,삼백초과,다년초,
34. 야외학습장,35,삼지구엽초,Epimedium koreanum,매자나무과,다년초,
34. 야외학습장,36,삽주,Atractylodes ovata,국화과,다년초,
34. 야외학습장,37,서양측백,Thuja occidentalis,측백나무과,상록교목,30
34. 야외학습장,38,섬쑥부쟁이,Aster glehnii,국화과,다년초,
34. 야외학습장,39,세잎돌나물,Hylotelephium sieboldii ,돌나물과,다년초,
34. 야외학습장,40,소나무,Pinus densiflora,소나무과,상록교목,32
34. 야외학습장,41,수원잔대,Adenophora polyantha,초롱꽃과,다년초,
34. 야외학습장,42,스트로브잣나무,Pinus strobus ,소나무과,상록교목,1
34. 야외학습장,43,쑥부쟁이류,Aster sp. ,국화과,다년초,
34. 야외학습장,44,약모밀,Houttuynia cordata,삼백초과,다년초,
34. 야외학습장,45,엉겅퀴,Cirsium japonicum var. maackii ,국화과,다년초,
34. 야외학습장,46,영산홍,Rhododendron indicum ,진달래과,낙엽관목,5
34. 야외학습장,47,왕원추리,Hemerocallis fulva,백합과,다년초,
34. 야외학습장,48,왜당귀,Angelica acutiloba ,산형과,다년초,
34. 야외학습장,49,우엉,Arctium lappa,국화과,다년초,
34. 야외학습장,50,원추리류,Hemerocallis sp.,백합과,다년초,
34. 야외학습장,51,작약,Paeonia lancifolia,작약과,다년초,
34. 야외학습장,52,장미,Rosa sp.,장미과,다년초,
34. 야외학습장,53,참느릅나무,Ulmus parvifolia ,느릅나무과,낙엽교목,1
34. 야외학습장,54,초롱꽃,Campanula punctata,초롱꽃과,다년초,
34. 야외학습장,55,치커리,Cichorium intybus ,국화과,다년초,
34. 야외학습장,56,컴프리,Symphytum officinale,지치과,다년초,
34. 야외학습장,57,코스모스,Cosmos bipinnatus,국화과,1년초,
34. 야외학습장,58,큰꿩의비름,Hylotelephium spectabile,돌나물과,다년초,
34. 야외학습장,59,큰뱀무,Geum aleppicum,장미과,다년초,
34. 야외학습장,60,클레마티스 '넬리 모저',Clematis 'Nelly Moser' ,미나리아재비과,낙엽덩굴목본,
34. 야외학습장,61,클레마티스 '비올라',Clematis 'Viola' ,미나리아재비과,낙엽덩굴목본,
34. 야외학습장,62,클레마티스 '에투알 바이올렛',Clematis 'Etoile Violette' ,미나리아재비과,낙엽덩굴목본,
34. 야외학습장,63,팥배나무,Sorbus alnifolia,장미과,낙엽교목,1
34. 야외학습장,64,할미꽃,Pulsatilla koreana,미나리아재비과,다년초,
34. 야외학습장,65,황금낮달맞이꽃,Oenothera fruticosa ,바늘꽃과,다년초,
34. 야외학습장,66,흰배롱나무,Lagerstroemia indica f. alba,부처꽃과,낙엽교목,1
