,sector
19527,5
19528,66
19529,85
19530,2
19531,86
19532,2
19533,68
19535,22
19536,40
19537,22
19538,82
19539,78
19540,74
19541,25
19542,47
19543,42
19551,17
19552,14
19554,72
19555,17
19556,24
19557,12
19558,9
19559,22
19561,17
19562,10
19563,96
19564,49
19569,5
19571,17
19572,5
19581,27
19582,63
19584,17
19585,63
19586,36
19587,14
19588,96
19589,21
19590,14
19591,75
19592,68
19595,2
19596,50
19597,28
19598,36
19603,42
19606,97
19607,11
19611,61
19612,38
19613,16
19614,49
19615,89
19616,76
19617,61
19618,14
19619,75
19620,20
19621,8
19622,79
19623,13
19625,60
19626,37
19627,69
19628,43
19629,2
19630,78
19631,84
19632,13
19633,52
19634,60
19635,42
19636,14
19637,92
19638,49
19639,85
19640,14
19641,86
19642,27
19643,38
19644,68
19645,14
19646,16
19647,50
19648,86
19649,68
19650,51
19651,58
19652,32
19660,69
19661,87
19666,95
19667,62
19668,88
19669,66
19670,38
19671,70
19672,90
19673,5
19677,94
19678,63
19679,37
19680,82
19689,34
19690,38
19691,59
19692,5
19693,84
19694,59
19695,5
19696,86
19699,87
19701,38
19702,0
19707,37
19709,88
19710,91
19715,14
19716,30
19717,14
19718,2
19719,78
19720,5
19721,38
19722,4
19723,11
19725,78
19726,67
19727,66
19728,69
19729,62
19730,84
19731,13
19732,42
19733,79
19734,5
19735,28
19736,72
19737,96
19738,25
19739,99
19740,54
19742,78
19743,4
19744,4
19745,37
19746,12
19748,84
19749,15
19750,2
19751,5
19752,12
19753,86
19754,55
19755,10
19756,69
19757,5
19764,48
19765,26
19767,70
19768,7
19769,10
19773,2
19774,73
19775,42
19776,5
19788,20
19789,12
19797,50
19798,78
19799,40
19800,4
19801,17
19802,56
19803,75
19804,10
19809,46
19810,64
19811,52
19815,77
19816,39
19817,46
19818,32
19822,52
19825,44
19826,56
19831,28
19832,44
19833,59
19834,73
19836,0
19837,28
19839,76
19840,92
19841,46
19842,32
19843,44
19844,39
19845,87
19846,97
19848,60
19849,64
19850,49
19851,1
19852,93
19853,51
19854,71
19855,6
19857,37
19858,2
19860,96
19861,37
19862,65
19863,13
19864,48
19865,33
19870,6
19878,70
19879,67
19881,36
19882,38
19883,79
19884,95
19895,1
19896,47
19905,77
19906,47
19907,68
19908,31
19909,68
19912,74
19913,95
19914,13
19915,17
19916,60
19920,89
19923,13
19924,76
19925,30
19926,13
19927,34
19929,78
19930,63
19932,13
19933,29
19934,84
19935,61
19936,8
19938,69
19939,13
19940,52
19941,17
19942,14
19943,50
19944,60
19945,55
19946,12
19947,10
19948,76
19949,56
19950,45
19951,62
19952,6
19953,49
19954,77
19955,17
19956,6
19957,42
19958,27
19959,0
19960,72
19961,85
19962,50
19963,97
19964,73
19965,30
19966,27
19967,5
19971,75
19975,36
19976,78
19977,63
19978,68
19979,38
19980,46
19981,25
19982,6
19993,93
19994,46
19995,12
20001,17
20002,39
20003,4
20004,95
20005,24
20006,61
20007,20
20008,12
20011,59
20012,6
20013,70
20014,10
20015,17
20016,30
20019,16
20023,68
20024,3
20026,24
20028,77
20029,87
20030,3
20031,54
20032,4
20033,52
20034,36
20035,67
20036,84
20039,50
20040,90
20041,30
20042,4
20043,80
20044,14
20045,31
20046,60
20048,58
20049,64
20050,32
20051,69
20052,49
20053,16
20054,82
20055,82
20056,12
20057,47
20058,18
20059,68
20060,83
20061,36
20062,73
20063,22
20064,63
20066,69
20067,4
20068,39
20069,89
20070,39
20071,28
20072,35
20074,97
20075,31
20076,4
20077,68
20078,10
20085,52
20086,38
20087,44
20088,4
20089,52
20090,54
20091,64
20092,1
20093,45
20100,48
20101,54
20102,66
20103,11
20104,50
20106,60
20107,42
20108,10
20109,69
20110,14
20111,92
20112,22
20118,13
20121,51
20122,49
20123,42
20124,28
20125,63
20126,66
20133,76
20134,33
20136,67
20137,74
20138,59
20139,30
20140,27
20141,12
20143,16
20144,88
20145,89
20146,10
20148,10
20149,67
20150,16
20151,50
20152,0
20153,42
20154,3
20155,50
20156,44
20157,17
20158,2
20159,42
20160,50
20161,87
20162,56
20163,68
20164,9
20165,73
20166,12
20167,41
20168,96
20169,78
20170,21
20171,6
20172,5
20173,28
20174,50
20175,86
20176,12
20177,75
20178,32
20179,57
20180,14
20185,39
20186,46
20187,72
20188,54
20189,85
20190,12
20191,10
20192,55
20193,14
20194,78
20199,42
20200,22
20202,2
20203,30
20204,5
20205,44
20206,59
20207,16
20208,25
20209,20
20216,20
20217,14
20218,10
20219,67
20227,13
20229,75
20231,65
20232,19
20233,84
20234,32
20235,14
20236,77
20237,30
20238,60
20239,32
20240,52
20243,66
20244,41
20245,65
20246,5
20248,39
20249,72
20250,44
20251,82
20252,94
20253,17
20254,36
20255,57
20256,64
20257,64
20258,10
20259,94
20260,86
20261,6
20262,86
20263,3
20264,72
20265,94
20266,96
20267,71
20268,41
20269,16
20270,67
20271,65
20272,85
20273,3
20274,52
20275,14
20278,59
20279,54
20280,63
20281,20
20283,3
20284,62
20285,14
20286,93
20287,36
20288,72
20289,36
20291,17
20292,11
20293,13
20294,63
20296,5
20297,44
20298,24
20299,88
20300,59
20301,4
20302,37
20303,35
20306,28
20307,10
20308,17
20315,65
20316,49
20317,97
20318,13
20319,22
20320,17
20321,63
20322,36
20323,75
20324,39
20325,36
20327,54
20328,71
20329,14
20330,33
20331,14
20332,47
20333,27
20334,68
20335,44
20336,97
20337,84
20338,50
20339,9
20340,48
20341,33
20342,22
20343,10
20344,63
20345,53
20346,52
20347,13
20348,3
20349,32
20350,13
20351,64
20352,20
20353,75
20355,58
20356,77
20357,80
20358,42
20359,49
20360,92
20361,37
20362,63
20363,14
20364,59
20365,35
20366,6
20367,20
20369,30
20370,5
20371,63
20372,20
20373,64
20374,5
20377,20
20387,15
20388,63
20397,38
20398,58
20399,78
20400,39
20401,84
20402,84
20403,30
20404,82
20406,44
20407,66
20408,16
20409,24
20410,24
20413,33
20414,30
20415,2
20416,17
20419,59
20420,28
20421,50
20423,18
20424,86
20425,20
20426,50
20427,17
20428,52
20429,28
20430,26
20431,5
20432,78
20433,5
20434,97
20435,18
20436,97
20437,63
20438,67
20439,64
20441,27
20442,72
20443,8
20444,86
20447,74
20448,5
20449,13
20450,70
20451,6
20452,63
20453,22
20454,14
20455,72
20456,4
20457,89
20458,22
20459,13
20460,13
20461,15
20462,87
20463,94
20464,77
20476,60
20477,76
20482,36
20483,54
20486,36
20487,58
20488,70
20489,39
20490,89
20491,3
20493,64
20494,14
20495,74
20496,16
20498,19
20499,63
20500,64
20501,36
20502,17
20503,30
20504,37
20505,72
20506,86
20507,5
20508,34
20509,13
20510,62
20511,52
20512,45
20513,93
20514,15
20515,40
20516,49
20517,10
20518,69
20519,32
20520,87
20522,99
20523,6
20524,44
20526,59
20527,19
20528,12
20529,4
20532,30
20533,70
20534,25
20535,29
20536,2
20537,13
20538,31
20539,12
20555,7
20556,39
20563,66
20564,23
20565,2
20567,45
20568,41
20570,83
20571,51
20572,63
20573,10
20574,28
20575,10
20577,94
20578,11
20579,96
20580,3
20581,89
20582,43
20585,10
20586,92
20588,17
20589,80
20590,45
20591,14
20592,44
20593,21
20594,15
20595,46
20596,69
20597,52
20598,9
20599,16
20600,36
20601,42
20602,29
20603,10
20604,63
20605,6
20606,21
20607,63
20608,4
20609,96
20610,16
20611,45
20612,36
20616,50
20617,17
20619,86
20620,37
20621,30
20622,50
20623,14
20625,16
20626,95
20627,69
20628,32
20638,16
20639,31
20640,69
20645,13
20646,49
20648,77
20649,16
20650,19
20651,2
20652,20
20653,50
20654,20
20655,92
20656,10
20657,39
20658,20
20659,96
20660,23
20661,77
20665,78
20666,37
20667,46
20668,70
20669,28
20670,2
20671,28
20672,36
20673,14
20674,2
20675,2
20676,16
20677,13
20678,24
20679,44
20680,16
20681,70
20682,50
20683,68
20684,63
20685,96
20686,17
20687,78
20688,74
20689,50
20690,52
20691,12
20693,52
20694,40
20695,13
20696,46
20697,64
20698,2
20700,19
20701,11
20702,95
20703,24
20704,68
20706,13
20707,89
20721,94
20722,23
20723,95
20724,24
20725,97
20732,2
20733,11
20737,60
20738,33
20739,39
20740,69
20741,20
20742,7
20743,39
20744,68
20745,20
20746,2
20747,87
20748,25
20749,5
20754,13
20755,56
20756,63
20758,17
20759,2
20760,72
20761,84
20762,51
20763,99
20764,84
20765,95
20766,14
20767,31
20768,42
20769,35
20770,40
20771,1
20772,75
20773,86
20774,38
20775,52
20776,13
20778,63
20779,14
20781,20
20782,86
20783,60
20784,97
20785,53
20786,22
20787,56
20788,36
20789,75
20790,3
20791,27
20792,61
20796,30
20797,52
20807,24
20808,68
20809,42
20810,20
20811,30
20812,5
20813,95
20818,96
20819,88
20822,61
20823,32
20824,85
20825,97
20826,27
20827,60
20828,63
20829,61
20830,6
20831,34
20834,36
20835,76
20836,46
20837,90
20838,56
20839,5
20840,27
20841,24
20842,2
20843,53
20844,17
20845,94
20846,78
20847,61
20848,42
20849,95
20850,61
20851,31
20852,96
20853,82
20854,82
20855,5
20856,11
20857,41
20858,86
20859,11
20860,63
20861,5
20862,15
20863,36
20864,72
20865,57
20867,28
20868,86
20869,0
20870,78
20871,26
20872,68
20873,69
20874,40
20876,66
20877,93
20881,16
20882,63
20883,96
20897,69
20898,66
20899,5
20900,7
20901,30
20903,18
20904,86
20908,16
20909,67
20911,43
20912,14
20913,11
20914,2
20915,35
20920,69
20921,86
20922,4
20923,97
20924,16
20925,80
20926,27
20927,14
20928,28
20929,84
20930,24
20931,69
20932,69
20933,16
20934,42
20935,66
20936,68
20937,96
20938,2
20939,13
20940,6
20941,21
20942,52
20943,1
20944,75
20945,77
20946,86
20947,18
20948,74
20950,29
20951,50
20952,72
20953,32
20955,35
20956,94
20957,66
20958,32
20959,47
20960,61
20965,2
20966,31
20977,86
20979,38
20980,39
20981,27
20982,25
20983,45
20984,20
20985,62
20988,12
20989,79
20992,57
20993,22
20994,87
20995,30
20996,69
20997,3
20999,50
21001,57
21005,3
21006,53
21007,32
21008,60
21009,45
21010,24
21011,2
21012,32
21013,45
21014,50
21015,7
21016,46
21017,28
21018,28
21019,83
21020,33
21021,54
21022,95
21023,73
21024,52
21025,20
21026,94
21027,52
21028,70
21029,17
21031,69
21032,46
21033,2
21034,86
21035,96
21036,21
21038,6
21039,63
21040,21
21041,58
21042,6
21043,56
21044,10
21049,2
21050,82
21058,94
21059,94
21060,73
21061,61
21062,30
21064,88
21065,44
21066,78
21071,86
21072,20
21073,16
21074,20
21075,11
21076,37
21078,5
21079,73
21084,5
21085,95
21086,12
21087,94
21089,49
21090,77
21091,17
21092,84
21093,44
21094,54
21095,64
21096,49
21097,55
21098,75
21099,47
21100,36
21101,20
21102,85
21103,16
21104,68
21105,70
21106,23
21107,96
21108,9
21109,45
21110,43
21111,92
21112,49
21113,66
21114,93
21119,88
21120,64
21121,48
21128,82
21131,97
21132,25
21133,25
21134,22
21136,95
21137,76
21138,5
21139,2
21143,89
21144,79
21147,38
21148,39
21149,12
21150,21
21152,48
21156,64
21157,96
21159,33
21160,31
21161,44
21162,53
21163,19
21164,82
21165,37
21166,75
21167,33
21168,97
21169,12
21170,69
21171,86
21172,61
21173,60
21174,77
21175,72
21176,86
21177,39
21179,38
21180,63
21181,30
21182,11
21183,70
21184,95
21189,5
21190,28
21191,50
21197,69
21198,34
21199,39
21200,2
21201,44
21202,76
21203,59
21204,86
21205,31
21206,20
21207,37
21208,65
21209,0
21210,37
21215,48
21216,49
21218,71
21219,95
21220,78
21221,64
21222,76
21223,63
21224,78
21225,11
21230,97
21231,20
21232,99
21234,68
21235,63
21236,96
21237,16
21238,4
21239,14
21240,18
21241,61
21242,15
21243,0
21244,1
21245,62
21246,32
21247,10
21248,97
21249,80
21250,92
21251,5
21252,20
21253,76
21256,21
21257,53
21258,84
21259,69
21260,61
21262,28
21263,74
21264,61
21265,12
21266,41
21267,1
21271,13
21272,3
21276,24
21277,91
21278,2
21279,54
21280,20
21281,68
21282,46
21284,77
21285,10
21286,6
21287,43
21288,63
21293,45
21294,73
21296,86
21297,11
21298,37
21299,70
21300,54
21301,92
21302,59
21303,34
21304,23
21306,72
21308,17
21309,77
21310,13
21311,7
21312,77
21313,78
21314,36
21315,32
21317,97
21318,43
21319,58
21320,30
21321,28
21322,88
21323,74
21324,70
21325,2
21326,39
21327,70
21328,51
21329,51
21330,77
21331,62
21332,13
21336,5
21337,94
21338,3
21339,9
21340,17
21341,46
21342,72
21343,21
21344,63
21345,10
21349,24
21350,4
21353,84
21354,70
21355,48
21356,13
21357,46
21358,6
21359,73
21360,67
21361,53
21362,5
21363,2
21364,2
21365,25
21366,45
21367,43
21368,86
21369,49
21370,10
21373,38
21374,97
21375,32
21377,75
21378,48
21379,75
21380,20
21381,5
21382,89
21383,84
21390,44
21391,48
21392,11
21393,10
21395,46
21396,31
21397,58
21398,42
21400,39
21402,4
21403,52
21404,95
21405,63
21406,33
21407,20
21408,11
21409,96
21410,70
21411,72
21412,50
21413,70
21414,17
21419,59
21420,3
21421,50
21422,88
21423,12
21424,88
21425,34
21428,16
21429,66
21431,53
21433,13
21434,69
21435,16
21436,12
21437,43
21438,22
21439,54
21440,40
21441,42
21442,7
21443,42
21444,1
21445,20
21446,20
21447,1
21448,69
21449,44
21450,40
21451,18
21454,53
21455,49
21457,22
21458,84
21459,12
21460,98
21461,45
21463,10
21464,60
21465,68
21468,68
21469,11
21470,73
21471,7
21472,56
21473,75
21475,92
21476,69
21477,26
21478,18
21479,14
21480,99
21481,30
21482,32
21483,42
21487,16
21488,78
21489,47
21490,4
21491,48
21492,45
21493,70
21494,50
21496,54
21497,13
21498,64
21500,46
21501,65
21502,6
21504,86
21505,12
21507,48
21508,62
21509,69
21510,56
21511,87
21512,44
21513,54
21514,38
21519,2
21520,34
21521,22
21523,96
21524,12
21525,82
21526,38
21527,12
21528,44
21529,82
21531,9
21534,50
21535,28
21536,74
21539,13
21540,75
21541,11
21543,61
21544,6
21545,50
21546,4
21547,93
21548,15
21549,71
21551,24
21552,72
21553,91
21554,68
21555,21
21556,14
21557,67
21558,84
21560,20
21561,96
21562,62
21563,38
21564,30
21565,12
21566,10
21567,58
21568,38
21569,91
21570,19
21571,32
21572,68
21573,25
21576,96
21577,97
21579,47
21580,17
21581,4
21582,3
21583,17
21584,89
21585,69
21586,45
21588,11
21591,52
21592,85
21593,14
21595,17
21596,55
21597,30
21598,77
21599,61
21600,41
21601,80
21602,8
21605,12
21606,76
21607,32
21609,46
21610,47
21611,25
21613,52
21614,52
21616,78
21617,23
21618,17
21619,76
21620,93
21621,38
21625,26
21626,38
21627,68
21628,37
21629,32
21631,6
21632,63
21633,1
21635,29
21637,44
21638,87
21639,14
21640,30
21641,73
21642,68
21643,43
21644,2
21645,64
21646,83
21647,60
21650,27
21651,56
21652,5
21656,83
21657,23
21658,57
21659,22
21660,4
21661,5
21662,43
21663,96
21666,55
21667,70
21668,52
21669,30
21670,16
21671,61
21674,49
21675,49
21676,5
21677,24
21679,94
21680,4
21681,32
21683,10
21684,59
21687,60
21688,70
21691,14
21692,51
21693,8
21694,27
21695,84
21696,16
21697,52
21699,47
21700,2
21701,44
21703,82
21704,57
21705,32
21706,88
21707,92
21708,47
21709,4
21712,20
21713,84
21714,11
21715,76
21716,18
21717,26
21718,68
21719,16
21720,51
21721,97
21723,37
21724,97
21725,27
21726,72
21727,18
21728,31
21729,2
21732,58
21733,54
21734,21
21736,11
21737,27
21740,69
21741,72
21744,88
21745,96
21746,51
21747,4
21748,54
21749,82
21750,69
21751,59
21752,72
21753,36
21754,95
21755,18
21756,64
21757,10
21760,86
21761,63
21762,38
21763,27
21765,75
21766,2
21767,58
21768,47
21769,5
21770,37
21771,16
21772,21
21773,86
21774,32
21775,91
21776,56
21777,71
21778,2
21779,16
21780,80
21781,76
21782,84
21784,97
21785,7
21786,21
21790,46
21791,74
21792,63
21793,69
21795,44
21796,37
21797,6
21798,78
21799,40
21800,28
21801,49
21802,49
21803,10
21805,39
21806,72
21807,30
21808,63
21809,18
21810,91
21811,2
21812,4
21813,92
21814,27
21815,13
21819,42
21820,26
21821,16
21822,90
21823,20
21824,77
21826,20
21827,67
21828,70
21829,95
21830,61
21831,63
21832,6
21833,88
21834,78
21835,99
21837,58
21838,54
21839,20
21841,61
21842,49
21843,27
21844,34
21845,12
21846,16
21847,30
21848,71
21849,3
21850,21
21851,10
21852,11
21853,62
21854,60
21855,73
21856,17
21857,95
21858,44
21859,50
21860,38
21861,32
21864,25
21865,13
21866,34
21867,63
21868,80
21869,87
21870,77
21871,74
21872,50
21873,62
21874,33
21875,13
21876,41
21877,10
21878,2
21879,5
21880,10
21881,68
21882,40
21883,20
21887,13
21888,14
21889,1
21891,97
21892,5
21893,60
21894,46
21895,32
21896,21
21897,22
21898,2
21899,24
21900,49
21901,53
21902,11
21903,79
21904,16
21905,41
21906,10
21909,2
21911,51
21912,81
21913,82
21915,39
21916,2
21917,22
21919,59
21920,75
21921,3
21922,14
21923,21
21925,2
21926,21
21927,54
21928,5
21930,37
21931,68
21932,37
21933,3
21934,50
21935,75
21939,16
21940,14
21941,69
21942,77
21943,53
21944,2
21949,3
21950,61
21951,7
21952,6
21953,75
21957,18
21959,45
21960,70
21966,42
21967,16
21968,37
21969,72
21970,1
21971,17
21972,27
21975,68
21976,56
21977,11
21980,12
21981,64
21983,16
21984,30
21989,96
21990,93
21992,2
21993,46
21994,70
21997,88
21998,28
21999,65
22000,24
22001,63
22002,16
22003,96
22004,72
22005,75
22006,34
22007,76
22008,63
22009,17
22010,44
22011,77
22012,75
22013,53
22014,87
22017,75
22018,42
22019,24
22021,58
22022,14
22023,60
22024,86
22026,15
22027,78
22028,60
22029,21
22030,25
22032,19
22033,40
22034,33
22038,20
22039,11
22040,89
22041,39
22044,82
22045,16
22046,32
22047,97
22048,32
22049,51
22050,57
22052,88
22053,47
22054,89
22055,76
22056,11
22057,21
22058,28
22059,30
22060,43
22061,0
22064,32
22065,80
22066,60
22067,74
22068,49
22069,19
22070,58
22071,3
22072,20
22073,78
22074,66
22075,38
22076,30
22077,75
22078,16
22079,2
22080,71
22081,20
22082,78
22085,84
22086,82
22087,58
22088,86
22089,2
22094,27
22095,38
22096,78
22097,70
22098,12
22099,27
22100,15
22101,20
22102,97
22103,27
22104,73
22105,7
22106,30
22107,79
22108,20
22109,58
22110,12
22113,27
22114,39
22115,12
22116,58
22117,44
22118,31
22119,62
22120,2
22121,52
22122,87
22123,6
22124,46
22126,42
22127,24
22128,93
22129,50
22130,78
22131,45
22133,46
22134,54
22135,27
22136,86
22138,47
22139,10
22140,65
22141,65
22148,95
22149,85
22150,93
22151,16
22152,4
22153,20
22154,85
22155,17
22156,75
22157,75
22158,69
22159,73
22160,4
22163,38
22165,76
22166,88
22167,26
22168,60
22169,53
22170,89
22171,76
22172,70
22173,6
22174,28
22175,4
22176,34
22178,75
22179,58
22180,69
22184,68
22185,27
22186,56
22187,39
22197,62
22198,34
22199,59
22200,73
22201,68
22202,44
22204,64
22205,30
22206,62
22207,43
22208,17
22214,91
22215,29
22216,21
22217,70
22220,62
22221,48
22222,3
22223,12
22224,14
22225,77
22226,13
22227,10
22228,78
22229,42
22230,61
22231,25
22232,60
22233,32
22234,39
22235,36
22236,86
22237,16
22238,2
22239,94
22240,11
22249,39
22251,3
22252,37
22253,9
22254,29
22255,80
22256,70
22257,24
22258,14
22259,20
22260,18
22261,85
22262,8
22263,2
22268,38
22269,95
22270,41
22271,22
22272,2
22273,57
22274,69
22275,14
22276,2
22277,21
22278,34
22280,12
22281,30
22282,17
22283,24
22284,11
22286,17
22287,60
22288,69
22289,40
22291,86
22292,8
22293,63
22294,41
22305,37
22306,66
22307,75
22308,15
22309,17
22310,58
22311,63
22312,69
22313,68
22314,61
22315,36
22316,17
22317,70
22318,60
22319,46
22320,31
22321,20
22325,17
22326,23
22327,73
22328,32
22329,50
22330,16
22331,44
22332,59
22333,60
22334,44
22335,30
22336,79
22337,57
22338,36
22341,48
22342,20
22343,87
22344,31
22345,64
22346,44
22347,45
22348,35
22360,7
22361,86
22362,70
22363,19
22364,92
22365,24
22366,14
22367,41
22368,16
22369,9
22370,24
22371,81
22372,0
22373,47
22374,5
22378,58
22379,73
22380,45
22381,32
22382,16
22383,3
22384,94
22385,51
22386,2
22387,66
22388,50
22389,34
22390,9
22396,9
22397,63
22411,35
22412,17
22413,13
22414,3
22415,30
22416,13
22417,95
22418,87
22419,83
22420,75
22421,49
22422,43
22423,37
22424,63
22425,17
22426,18
22428,56
22429,42
22430,10
22433,17
22434,70
22436,28
22437,42
22438,27
22439,49
22440,93
22441,50
22444,6
22446,38
22462,24
22463,6
22464,67
22465,8
22466,20
22467,32
22468,32
22471,68
22472,12
22473,17
22476,14
22477,72
22478,70
22479,1
22480,51
22481,11
22485,19
22496,38
22498,96
22500,58
22501,30
22502,16
22503,30
22506,5
22507,56
22509,59
22515,59
22516,32
22531,89
22532,62
22533,13
22534,23
22538,6
22539,40
22542,36
22543,84
22546,12
22547,20
22548,49
22549,13
22550,13
22551,44
22552,96
22564,87
22565,68
22566,43
22567,30
22570,79
22572,16
22573,26
22574,27
22575,40
22584,63
22585,50
22586,52
22587,30
22591,88
22592,72
22602,50
22603,10
22608,4
22609,95
22610,30
22617,78
22618,5
22619,58
22620,14
22625,39
22626,39
22627,75
22635,1
22636,2
22641,2
22642,28
22643,45
22646,42
22648,17
22649,5
22650,27
22651,4
22652,3
22657,42
22658,69
22665,5
22668,38
22669,84
22675,6
22676,24
22679,84
22680,42
22681,17
22682,10
22688,90
22689,61
22693,21
22694,94
22695,84
22696,24
22701,13
22702,5
22704,17
22705,97
22706,7
22713,10
22714,38
22715,40
22718,3
22719,16
22720,93
22721,54
22726,54
22727,36
22728,86
22730,56
22731,12
22732,16
22733,24
22734,70
22741,92
22742,4
22743,88
22744,10
22745,99
22746,60
22747,63
22756,22
22757,60
22758,33
22760,58
22761,70
22762,76
22763,25
22764,2
22776,4
22777,30
22778,4
22779,28
22780,86
22781,30
22787,31
22788,22
22789,9
22790,30
22801,61
22802,54
22803,36
22804,1
22812,63
22813,63
22814,60
22823,63
22825,29
22826,21
22827,5
22828,33
22829,1
22838,96
22839,34
22840,69
22841,82
22842,20
22852,27
22853,32
22855,13
22856,13
22857,2
22864,71
22865,7
22866,27
22867,14
22869,60
22882,96
22883,90
22884,40
22885,76
22888,24
22889,38
22890,42
22896,36
22897,24
22898,12
22902,97
22903,44
22913,38
22914,34
22915,95
22916,28
22917,96
22918,5
22923,10
22924,99
22932,63
22933,45
22934,32
22935,30
22941,4
22942,38
22950,89
22951,65
22952,37
22953,95
22954,42
22955,77
22960,86
22961,72
22967,50
22968,32
22969,50
22970,5
22977,38
22978,40
22979,40
22983,97
22984,42
22985,90
22986,10
22987,78
22988,44
22989,34
22994,14
22995,65
23002,56
23003,48
23004,7
23005,30
23012,20
23013,95
23014,86
23015,74
23016,88
23017,89
23018,78
23019,51
23020,32
23021,90
23022,50
23023,3
23024,16
23029,17
23030,74
23031,20
23036,75
23037,4
23038,24
23039,5
23050,39
23051,39
23052,16
23053,6
23054,50
23055,20
23056,1
23057,7
23058,8
23059,84
23060,51
23061,2
23062,79
23063,40
23064,27
23069,25
23070,50
23073,88
23074,35
23075,95
23076,12
23090,35
23091,11
23092,12
23093,64
23094,94
23095,16
23096,45
23097,55
23098,41
23099,70
23100,9
23101,69
23102,82
23104,50
23105,84
23107,38
23108,95
23109,13
23110,30
23125,52
23126,86
23127,28
23128,6
23129,83
23130,73
23131,45
23132,21
23133,32
23134,68
23135,70
23136,67
23143,19
23144,14
23145,78
23146,50
23162,63
23163,24
23164,2
23165,16
23166,2
23167,53
23168,2
23169,30
23170,79
23171,63
23172,60
23179,86
23180,52
23189,33
23195,95
23196,46
23197,36
23198,44
23199,60
23200,13
23201,12
23202,7
23203,4
23204,39
23205,47
23206,2
23207,27
23214,19
23215,13
23216,21
23221,40
23230,10
23231,34
23232,0
23233,54
23234,97
23235,58
23236,44
23237,20
23238,15
23244,59
23245,84
23246,72
23260,39
23261,5
23262,44
23263,65
23264,34
23265,2
23266,16
23267,2
23268,4
23271,96
23272,72
23278,56
23279,99
23289,66
23291,86
23293,96
23294,40
23295,5
23296,48
23297,20
23298,24
23300,43
23306,69
23307,63
23308,20
23317,48
23318,5
23319,36
23320,37
23321,50
23322,96
23323,70
23324,69
23325,86
23326,10
23336,66
23337,3
23338,60
23342,92
23343,64
23344,40
23346,56
23347,73
23348,44
23349,69
23350,54
23351,97
23352,41
23353,79
23354,79
23359,30
23364,54
23365,35
23369,18
23370,20
23371,58
23372,17
23373,57
23374,3
23375,24
23376,13
23377,74
23378,72
23379,63
23381,97
23384,70
23385,32
23386,14
23387,5
23392,17
23393,62
23394,20
23395,58
23396,15
23397,30
23398,69
23399,4
23400,2
23401,57
23402,95
23403,30
23404,16
23405,86
23406,11
23408,17
23410,78
23411,47
23413,78
23415,65
23416,99
23417,63
23418,16
23420,85
23421,70
23422,94
23423,55
23424,20
23425,14
23428,63
23429,21
23431,76
23433,17
23434,22
23435,50
23437,19
23438,13
23439,54
23440,35
23441,93
23442,21
23446,35
23448,39
23449,78
23453,10
23454,6
23455,31
23458,97
23459,41
23460,25
23461,49
23462,70
23463,40
23466,56
23467,10
23470,94
23471,65
23472,73
23474,63
23475,73
23477,35
23479,85
23480,32
23481,84
23482,42
23483,11
23486,87
23487,31
23488,15
23491,76
23495,69
23496,94
23497,76
23498,94
23499,28
23501,54
23502,14
23503,32
23505,47
23506,2
23509,20
23510,40
23512,87
23513,32
23520,87
23521,24
23522,4
23523,35
23524,62
23525,37
23526,5
23530,69
23531,17
23533,33
23534,35
23542,35
23543,50
23544,97
23545,45
23546,11
23547,97
23548,20
23550,69
23551,52
23552,96
23553,13
23554,2
23560,70
23561,0
23562,53
23563,78
23564,13
23567,80
23568,63
23571,14
23572,98
23575,64
23576,69
23577,97
23578,32
23579,24
23580,96
23581,1
23582,62
23585,66
23586,37
23591,88
23593,35
23594,74
23595,14
23596,1
23597,78
23598,10
23599,7
23600,8
23606,20
23607,4
23610,96
23611,74
23612,44
23613,17
23614,86
23615,22
23621,49
23623,97
23624,6
23625,58
23626,11
23627,49
23628,71
23629,2
23630,71
23633,49
23634,16
23635,56
23636,61
23637,3
23638,95
23639,20
23640,37
23641,32
23642,57
23645,67
23646,86
23648,64
23649,51
23650,37
23651,21
23652,27
23653,50
23654,72
23655,64
23656,12
23659,24
23660,17
23662,18
23663,47
23664,59
23665,27
23666,72
23667,97
23668,40
23669,34
23670,7
23671,35
23677,97
23678,11
23682,96
23683,44
23684,29
23685,5
23686,94
23687,13
23688,13
23689,47
23691,45
23696,39
23697,12
23700,91
23701,56
23702,71
23703,30
23704,39
23705,17
23706,20
23707,3
23708,4
23714,3
23715,93
23716,96
23717,91
23718,45
23719,35
23720,20
23721,59
23722,32
23724,17
23735,28
23736,84
23737,8
23738,24
23739,13
23740,62
23741,22
23742,97
23743,33
23760,65
23761,94
23762,86
23763,10
23764,78
23765,3
23766,5
23767,48
23768,12
23780,66
23781,49
23782,86
23783,51
23784,68
23785,22
23786,10
23795,97
23796,31
23797,28
23798,2
23799,81
23800,6
23801,17
23802,24
23806,2
23810,97
23811,58
23812,68
23813,4
23814,78
23815,25
23816,18
23817,88
23819,41
23825,69
23826,72
23827,37
23828,4
23829,84
23831,4
23833,15
23835,47
23836,5
23837,20
23841,97
23842,69
23843,87
23844,5
23845,39
23846,64
23848,60
23850,24
23851,65
23852,61
23853,4
23854,76
23855,34
23856,69
23862,0
23863,21
23864,34
23865,11
23866,86
23867,86
23868,3
23873,59
23874,22
23875,79
23876,36
23877,97
23879,50
23880,27
23881,97
23882,45
23884,5
23885,48
23888,85
23889,11
23890,78
